index,Image reference,Coder name,Coding date,Road survey date,Road name,Section,Distance,Length,Latitude start,Longitude start,Landmark,Comments,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,Vehicle flow (AADT),Motorcycle %,Pedestrian peak hour flow across the road,Pedestrian peak hour flow along the road driver-side,Pedestrian peak hour flow along the road passenger-side,Bicycle peak hour flow,Operating Speed (85th percentile),Operating Speed (mean),Roads that cars can read,Vehicle Occupant Star Rating Policy Target,Motorcycle Star Rating Policy Target,Pedestrian Star Rating Policy Target,Bicycle Star Rating Policy Target,Annual Fatality Growth Multiplier,School zone warning,School zone crossing supervisor,Latitude end,Longitude end,route,control,control_name,km_start_fraction,km_end_fraction,image_id
280,"['54900_55000_38112_1.jpg', '54900_55000_38112_2.jpg', '54900_55000_38112_3.jpg', '54900_55000_38112_4.jpg']",admin,23/02/2024,,1,302,0.1,1.22,14.18809968,100.6336851,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,15,1,3,2,12,1,7,3,1,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.18828567,100.634107,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,54900,55000,1097
281,"['55000_55100_38113_1.jpg', '55000_55100_38113_2.jpg', '55000_55100_38113_3.jpg', '55000_55100_38113_4.jpg']",admin,23/02/2024,,1,302,0.1,1.32,14.18853481,100.6344951,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.18872116,100.6349168,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55000,55100,1101
282,"['55100_55200_38114_1.jpg', '55100_55200_38114_2.jpg', '55100_55200_38114_3.jpg', '55100_55200_38114_4.jpg']",admin,23/02/2024,,1,302,0.1,1.42,14.18896985,100.635305,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.18915646,100.6357268,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55100,55200,1105
283,"['55200_55300_38115_1.jpg', '55200_55300_38115_2.jpg', '55200_55300_38115_3.jpg', '55200_55300_38115_4.jpg']",admin,23/02/2024,,1,302,0.1,1.52,14.18940513,100.6361151,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.18959808,100.6365324,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55200,55300,1109
284,"['55300_55400_38116_1.jpg', '55300_55400_38116_2.jpg', '55300_55400_38116_3.jpg', '55300_55400_38116_4.jpg']",admin,23/02/2024,,1,302,0.1,1.62,14.18984972,100.6369219,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,1,1,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19002425,100.6373446,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55300,55400,1113
285,"['55400_55500_38117_1.jpg', '55400_55500_38117_2.jpg', '55400_55500_38117_3.jpg', '55400_55500_38117_4.jpg']",admin,23/02/2024,,1,302,0.1,1.72,14.19027261,100.6377334,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,3,12,1,3,3,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19045626,100.6381563,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55400,55500,1117
286,"['55500_55600_38118_1.jpg', '55500_55600_38118_2.jpg', '55500_55600_38118_3.jpg', '55500_55600_38118_4.jpg']",admin,23/02/2024,,1,302,0.1,1.82,14.19070636,100.6385435,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,4,12,1,3,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19089276,100.6389655,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55500,55600,1121
287,"['55600_55700_38119_1.jpg', '55600_55700_38119_2.jpg', '55600_55700_38119_3.jpg', '55600_55700_38119_4.jpg']",admin,23/02/2024,,1,302,0.1,1.92,14.19114209,100.6393534,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,4,12,1,3,3,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19132801,100.6397755,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55600,55700,1125
288,"['55700_55800_38120_1.jpg', '55700_55800_38120_2.jpg', '55700_55800_38120_3.jpg', '55700_55800_38120_4.jpg']",admin,23/02/2024,,1,302,0.1,2.02,14.19157655,100.6401638,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,4,12,1,3,2,12,1,7,3,4,4,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.1917644,100.6405848,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55700,55800,1129
289,"['55800_55900_38121_1.jpg', '55800_55900_38121_2.jpg', '55800_55900_38121_3.jpg', '55800_55900_38121_4.jpg']",admin,23/02/2024,,1,302,0.1,2.12,14.19201328,100.6409731,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,4,12,1,4,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19219872,100.6413952,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55800,55900,1133
290,"['55900_56000_38122_1.jpg', '55900_56000_38122_2.jpg', '55900_56000_38122_3.jpg', '55900_56000_38122_4.jpg']",admin,23/02/2024,,1,302,0.1,2.22,14.19244833,100.6417832,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19263124,100.6422066,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,55900,56000,1137
291,"['56000_56100_38123_1.jpg', '56000_56100_38123_2.jpg', '56000_56100_38123_3.jpg', '56000_56100_38123_4.jpg']",admin,23/02/2024,,1,302,0.1,2.32,14.19287892,100.6425956,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19306344,100.6430182,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56000,56100,1141
292,"['56100_56200_38124_1.jpg', '56100_56200_38124_2.jpg', '56100_56200_38124_3.jpg', '56100_56200_38124_4.jpg']",admin,23/02/2024,,1,302,0.1,2.42,14.19331115,100.6434072,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19349552,100.6438299,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56100,56200,1145
293,"['56200_56300_38125_1.jpg', '56200_56300_38125_3.jpg']",admin,23/02/2024,,1,302,0.1,2.52,14.1937439,100.6442183,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19393031,100.6446401,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56200,56300,1149
294,"['56300_56400_38126_1.jpg', '56300_56400_38126_2.jpg', '56300_56400_38126_3.jpg', '56300_56400_38126_4.jpg']",admin,23/02/2024,,1,302,0.1,2.62,14.19418015,100.6450278,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19436457,100.6454505,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56300,56400,1151
295,"['56400_56500_38127_1.jpg', '56400_56500_38127_2.jpg', '56400_56500_38127_3.jpg', '56400_56500_38127_4.jpg']",admin,23/02/2024,,1,302,0.1,2.72,14.19461279,100.6458393,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19479719,100.6462619,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56400,56500,1155
296,"['56500_56600_38128_1.jpg', '56500_56600_38128_2.jpg', '56500_56600_38128_3.jpg', '56500_56600_38128_4.jpg']",admin,23/02/2024,,1,302,0.1,2.82,14.19504577,100.6466501,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,2,1,2,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19523117,100.6470725,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56500,56600,1159
297,"['56600_56700_38129_1.jpg', '56600_56700_38129_2.jpg', '56600_56700_38129_3.jpg', '56600_56700_38129_4.jpg']",admin,23/02/2024,,1,302,0.1,2.92,14.19548103,100.6474601,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19566619,100.6478826,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56600,56700,1163
298,"['56700_56800_38130_1.jpg', '56700_56800_38130_2.jpg', '56700_56800_38130_3.jpg', '56700_56800_38130_4.jpg']",admin,23/02/2024,,1,302,0.1,3.02,14.19591446,100.6482712,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.196099,100.6486938,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56700,56800,1167
299,"['56800_56900_38131_1.jpg', '56800_56900_38131_2.jpg', '56800_56900_38131_3.jpg', '56800_56900_38131_4.jpg']",admin,23/02/2024,,1,302,0.1,3.12,14.19634868,100.6490817,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19653242,100.6495048,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56800,56900,1171
300,"['56900_57000_38132_1.jpg', '56900_57000_38132_2.jpg', '56900_57000_38132_3.jpg', '56900_57000_38132_4.jpg']",admin,23/02/2024,,1,302,0.1,3.22,14.19678048,100.6498935,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,1,1,7,1,1,1,5,1,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19696492,100.6503162,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,56900,57000,1175
301,"['57000_57100_38133_1.jpg', '57000_57100_38133_2.jpg', '57000_57100_38133_3.jpg', '57000_57100_38133_4.jpg']",admin,23/02/2024,,1,302,0.1,3.32,14.19721418,100.6507043,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.1974009,100.6511258,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57000,57100,1179
302,"['57100_57200_38134_1.jpg', '57100_57200_38134_2.jpg', '57100_57200_38134_3.jpg', '57100_57200_38134_4.jpg']",admin,23/02/2024,,1,302,0.1,3.42,14.1976497,100.6515142,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19783381,100.6519369,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57100,57200,1183
303,"['57200_57300_38135_1.jpg', '57200_57300_38135_2.jpg', '57200_57300_38135_3.jpg', '57200_57300_38135_4.jpg']",admin,23/02/2024,,1,302,0.1,3.52,14.19808194,100.6523258,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19826676,100.6527481,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57200,57300,1187
304,"['57300_57400_38136_1.jpg', '57300_57400_38136_2.jpg', '57300_57400_38136_3.jpg', '57300_57400_38136_4.jpg']",admin,23/02/2024,,1,302,0.1,3.62,14.19851417,100.6531373,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19869819,100.6535601,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57300,57400,1191
305,"['57400_57500_38137_1.jpg', '57400_57500_38137_2.jpg', '57400_57500_38137_3.jpg', '57400_57500_38137_4.jpg']",admin,23/02/2024,,1,302,0.1,3.72,14.19894667,100.6539486,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19913274,100.6543704,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57400,57500,1195
306,"['57500_57600_38138_1.jpg', '57500_57600_38138_2.jpg', '57500_57600_38138_3.jpg', '57500_57600_38138_4.jpg']",admin,23/02/2024,,1,302,0.1,3.82,14.1993821,100.6547583,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.19956671,100.6551811,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57500,57600,1199
307,"['57600_57700_38139_1.jpg', '57600_57700_38139_2.jpg', '57600_57700_38139_3.jpg', '57600_57700_38139_4.jpg']",admin,23/02/2024,,1,302,0.1,3.92,14.19981527,100.6555695,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.20000062,100.6559917,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57600,57700,1203
308,"['57700_57800_38140_1.jpg', '57700_57800_38140_2.jpg', '57700_57800_38140_3.jpg', '57700_57800_38140_4.jpg']",admin,23/02/2024,,1,302,0.1,4.02,14.20025018,100.6563796,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.20043584,100.6568017,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57700,57800,1207
309,"['57800_57900_38141_1.jpg', '57800_57900_38141_2.jpg', '57800_57900_38141_3.jpg', '57800_57900_38141_4.jpg']",admin,23/02/2024,,1,302,0.1,4.12,14.20068384,100.6571905,,11863,1,2,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,3,12,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.20086988,100.6576123,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57800,57900,1211
310,"['57900_58000_38142_1.jpg', '57900_58000_38142_2.jpg', '57900_58000_38142_3.jpg', '57900_58000_38142_4.jpg']",admin,23/02/2024,,1,302,0.1,4.22,14.20111974,100.6579999,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.20130452,100.6584226,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,57900,58000,1215
311,"['58000_58100_38143_1.jpg', '58000_58100_38143_2.jpg', '58000_58100_38143_3.jpg', '58000_58100_38143_4.jpg']",admin,23/02/2024,,1,302,0.1,4.32,14.20155172,100.6588118,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,15,1,3,1,16,1,6,1,1,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2017374,100.6592338,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,58000,58100,1219
312,"['58100_58200_38144_1.jpg', '58100_58200_38144_2.jpg', '58100_58200_38144_3.jpg', '58100_58200_38144_4.jpg']",admin,23/02/2024,,1,302,0.1,4.42,14.20198737,100.6596215,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.20217222,100.660044,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,58100,58200,1223
313,"['58200_58300_38145_1.jpg', '58200_58300_38145_2.jpg', '58200_58300_38145_3.jpg', '58200_58300_38145_4.jpg']",admin,23/02/2024,,1,302,0.1,4.52,14.20242084,100.6604324,,11863,1,2,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,3,12,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.20260591,100.6608547,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,58200,58300,1227
314,"['58300_58400_38146_1.jpg', '58300_58400_38146_2.jpg', '58300_58400_38146_3.jpg', '58300_58400_38146_4.jpg']",admin,23/02/2024,,1,302,0.1,4.62,14.20285455,100.661243,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,3,12,1,3,2,12,1,7,3,1,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2030396,100.6616655,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,58300,58400,1231
315,"['58400_58500_38147_1.jpg', '58400_58500_38147_2.jpg', '58400_58500_38147_3.jpg', '58400_58500_38147_4.jpg']",admin,23/02/2024,,1,302,0.1,4.72,14.20328885,100.6620536,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,3,12,1,3,1,12,1,7,3,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2034732,100.6624764,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,58400,58500,1235
